33pF,1,"C814",Murata,GRM1885C1H330JA01D,TDK,C1608C0G1H330J080AA,Kemet,C0603C330J5GACTU
39p,2,"C308 C309",Murata,GRM1885C1H390JA01D,TDK,C1608C0G1H390J080AA,AVX,06035A390JAT2A
100p,8,"C401 C501 C402 C502 C409 C509 C410 C510",Murata,GRM1885C1H101JA01D,TDK,C1608C0G1H101J080AA,Kemet,C0603C101J5GACTU
300pF,4,"C605 C705 C606 C706",Murata,GRM1885C1H301JA01D,Kemet,C0603C301J5GACTU
330pF,1,"C815",Murata,GRM1885C1H331JA01D,TDK,C1608C0G1H331J080AA,Kemet,C0603C331J5GACTU
1n,4,"C405 C505 C406 C506",Murata,GRM2165C1H102FA01D,Kemet,C0805C102F5GACTU,AVX,08055A102FAT2A
1.3nF,4,"C601 C701 C602 C702",Murata,GRM1885C1H132JA01D
2.7n,2,"C407 C507",Murata,GRM2165C1H272JA01D,TDK,C2012NP01H272J060AA
0.01uF,2,"C805 C806",Murata,GRM2195C1H103JA01D,TDK,C2012C0G1H103J060AA,Kemet,C0805C103J5GACTU
33nF,4,"C608 C708 C609 C709",TDK,C2012C0G1E333J125AA,Kemet,C0805H333J3GACTU
0.056uF,1,"C809",AVX,08055C563KAT2A,Kemet,C0805C563K5RACTU,Murata,GRM21BR71H563KA01L
0.1u,18,"C201 C202 C203 C204 C301 C307 C312 C313 C314 C320 C404 C504 C408 C508 C604 C704 C607 C707",Murata,GRM188R71E104KA01,TDK,C1608X7R1E104K080AA
1u,1,"C311",TDK,C2012X7R1E105K125AB,Taiyo Yuden,TMK212B7105KG-T,Kemet,C0805C105K3RACTU
10uF,17,"C302 C310 C403 C503 C603 C703 C801 C802 C803 C804 C808 C810 C811 C812 C813 C816 C817",Murata,GRM32DR71E106KA12,TDK,C3225X7R1E106K250AC
22uF,1,"C818",Murata,GRM32ER71C226KE18L,TDK,C3225X7R1C226K250AC
47uF,2,"C315 C807",Kemet,EDK476M025A9GAA,Nichicon,UUR1E470MCL1GS
100u,8,"C303 C304 C305 C306 C316 C317 C318 C319",Nichicon,UFW1V101MED1TD
LED,2,"D801 D802",Kingbright,APT2012CGCK,Lite-On,LTST-C171KGKT
220,6,"FB301 FB302 FB401 FB501 FB601 FB701",Murata,BLM18AG221SN1,TDK,MMZ1608B221CTAH0
330R,2,"FB801 FB802",Murata,BLM21PG331SN1D,TDK,MPZ2012S331A,Taiyo Yuden,FBMH2012HM331-T
CONN_3,5,"K301 K302 K303 K304 K801"
5.2uH,3,"L801 L802 L803",Coilcraft,MSS1038-522NLB
CONN_2,1,"P801"
0,14,"R201 R202 R203 R204 R205 R206 R207 R208 R209 R210 R301 R302 R303 R304",Yageo,RC0805JR-070RL,Vishay Dale,CRCW08050000Z0EA,Rohm,MCR10EZPJ000
10,2,"R305 R306",Yageo,RC0805JR-0710RL,Vishay Dale,CRCW080510R0JNEA,Panasonic,ERJ-6GEYJ100V
40.2,4,"R405 R505 R406 R506",Susumu,RR1220Q-40R2-D-M,TE Connectivity,8-1625868-5
51,5,"R211 R216 R217 R218 R219",Vishay Dale,CRCW080551R0JNEA,Yageo,RC0805JR-0751RL,Bourns,CR0805-JW-510ELF
100,4,"R607 R707 R608 R708",Susumu,RG2012P-101-B-T5,Vishay Dale,TNPW0805100RBEEA,TE Connectivity,RN73C2A100RBTD
270,1,"R801",Panasonic,ERJ-6GEYJ271V,Yageo,RC0805JR-07270RL,Rohm,ESR10EZPJ271
620,1,"R802",Panasonic,ERJ-6GEYJ621V,Rohm,MCR10ERTJ621,Vishay Dale,CRCW0805620RJNEA
1k,8,"R401 R501 R402 R502 R403 R503 R404 R504",Susumu,RG2012P-102-B-T5,Vishay Dale,TNPW08051K00BEEA
2.2K,4,"R212 R213 R214 R215",Yageo,RC0805JR-072K2L,Vishay Dale,CRCW08052K20JNEA,Bourns,CR0805-JW-222ELF
5.1K,12,"R601 R701 R602 R702 R603 R703 R604 R704 R605 R705 R606 R706",Susumu,RG2012P-512-B-T5,Panasonic,ERA-6AEB512V,TE Connectivity,7-1614884-7
10k,1,"R804",Yageo,RC0603FR-0710KL,Vishay Dale,CRCW060310K0FKEA,Rohm,MCR03ERTF1002
15k,1,"R805",Yageo,RC0603FR-0715KL,Vishay Dale,CRCW060315K0FKEA,Rohm,MCR03ERTF1502
137k,1,"R807",Yageo,RC0603FR-07137KL,Vishay Dale,CRCW0603137KFKEA,Panasonic,ERJ-3EKF1373V
200k,1,"R803",Yageo,RC0805FR-07200KL,Vishay Dale,CRCW0805200KFKEA,Bourns,CR0805-FX-2003ELF
649k,1,"R806",Yageo,RC0603FR-07649KL,Vishay Dale,CRCW0603649KFKEA,Rohm,TRR03EZPF6493
SI8662BC,1,"U202",Silicon Labs,SI8662BC
SI8602AC,1,"U203",Silicon Labs,SI8602AC
OPA2348,1,"U302",TI,OPA2348AIDR
THS4521,2,"U401 U501",TI,THS4521ID
LT1962-3.3,1,"U802",Linear Tech,LT1962EMS8-3.3#PBF
LT1962-5,1,"U803",Linear Tech,LT1962EMS8-5#PBF-ND
TEENSY_3_1,1,"U201",PJRC,teensy_3_1
CS4272,1,"U301",Cirrus Logic,CS4272-CZZ
THS4521,2,"U601 U701",TI,THS4521ID
BAT4XAA,1,"U801"
LTC3534,1,"U804",Linear Tech,LTC3534EGN#PBF
CRYSTAL,1,"X301",ECS,ECS-245.7-20-5PX-TR,TXC,9C-24.576MBBK-T
